Address,City/Town,State,ZIP Code,County/Parish,Latitude,Longitude
247 S MAIN STREET,REIDSVILLE,GA,30453,TATTNALL,32.080061,-82.10888086473727
110 S MAIN STREET,HIAWASSEE,GA,30546,TOWNS,34.9490705,-83.75122981920174
120 GORDON STREET,WASHINGTON,GA,30673,WILKES,33.7285564,-82.74269761561945
116 WEST THIGPEN AVENUE,LAKELAND,GA,31635,LANIER,31.04210655,-83.0863022834009
302 SOUTH WAYNE STREET,ALMA,GA,31510,BACON,31.5391683,-82.4581429048317
807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,WORTH,31.51188845,-83.83985443517365
5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,GREENE,33.482050900000004,-83.2420457092932
2360 ROCKMART HIGHWAY,CEDARTOWN,GA,30125,POLK,34.014291,-85.19619555794188
90  E STEPHENS STREET,CAMILLA,GA,31730,MITCHELL,31.2295186,-84.20544085640203
903 N COURT STREET,QUITMAN,GA,31643,BROOKS,30.79517535,-83.55903062667466
163 SOUTH TALLAHASSEE STREET,HAZLEHURST,GA,31539,JEFF DAVIS,31.85720295,-82.60709822560706
400 CEDAR STREET,METTER,GA,30439,CANDLER,32.40723255,-82.06577234460485
462 E G MILES PARKWAY,HINESVILLE,GA,31310,LIBERTY,31.824823301143883,-81.62572126977265
162 LEGACY POINT,CLAYTON,GA,30525,RABUN,34.892493099999996,-83.3932162580694
4 MEDICAL DRIVE,ELBERTON,GA,30635,ELBERT,34.11364035,-82.87502380241929
"1405 CLIFTON ROAD, NE",ATLANTA,GA,30322,DE KALB,33.7489924,-84.3902644
1001 JOHNSON FERRY ROAD,ATLANTA,GA,30342,FULTON,33.7489924,-84.3902644
1301 PUNCHBOWL ST,HONOLULU,HI,96813,HONOLULU,21.30814575,-157.8541318869153
221 MAHALANI STREET,WAILUKU,HI,96793,MAUI,20.88465665,-156.48965748601668
128 LEHUA STREET,WAHIAWA,HI,96786,HONOLULU,21.4987797,-158.02630805166376
1190 WAIANUENUE AVENUE,HILO,HI,96720,HAWAII,19.71850165,-155.112381508231
640 ULUKAHIKI ST,KAILUA,HI,96734,HONOLULU,21.38031915,-157.75763453702945
347 NORTH KUAKINI STREET,HONOLULU,HI,96817,HONOLULU,21.3213889,-157.856111
3288 MOANALUA RD,HONOLULU,HI,96819,HONOLULU,21.36238390725818,-157.90109586508214
3-3420 KUHIO HIGHWAY,LIHUE,HI,96766,KAUAI,21.9858762,-159.36512626779756
79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,HAWAII,19.5200737,-155.9176033466496
1 Jarrett White Rd,Honolulu,HI,96859,HONOLULU,21.35973595,-157.8901011627533
888 S KING STREET,HONOLULU,HI,96813,HONOLULU,21.302645050000002,-157.85059250359006
98-1079 MOANALUA ROAD,AIEA,HI,96701,HONOLULU,21.38351755,-157.9385184578731
67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,HAWAII,20.0219431,-155.66435495948497
4643 WAIMEA CANYON DRIVE,WAIMEA,HI,96796,KAUAI,21.96123025,-159.671258831336
1 KAMANI STREET,PAHALA,HI,96777,HAWAII,19.1993341,-155.47204240353932
54-383 HOSPITAL ROAD,KAPAAU,HI,96755,HAWAII,20.2321436,-155.79689778607877
280 HOME OLU PLACE,KAUNAKAKAI,HI,96748,MAUI,21.09402085,-157.01747541093061
56-117 PUALALEA STREET,KAHUKU,HI,96731,HONOLULU,21.675685993614056,-157.9517818257442
628 7TH STREET,LANAI CITY,HI,96763,MAUI,20.82630255,-156.91729923381848
4800 KAWAIHAU ROAD,KAPAA,HI,96746,KAUAI,22.0875302,-159.31264161951142
45-547 PLUMERIA STREET,HONOKAA,HI,96727,HAWAII,20.076294949999998,-155.46978839685363
100 KEOKEA PLACE,KULA,HI,96790,MAUI,20.70115145,-156.35707015378676
1319 PUNAHOU STREET,HONOLULU,HI,96826,HONOLULU,21.300242599999997,-157.8337759991129
1310 PUNAHOU STREET,HONOLULU,HI,96826,HONOLULU,21.3005529,-157.83513338751007
801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,TWIN FALLS,42.592077037037036,-114.464496
415 SIXTH STREET,LEWISTON,ID,83501,NEZ PERCE,46.4195913,-117.0216144
190 EAST BANNOCK STREET,BOISE,ID,83712,ADA,43.6130555,-116.19313759528784
1055 NORTH CURTIS ROAD,BOISE,ID,83706,ADA,43.612647550000005,-116.25742538711972
4300 E FLAMINGO AVE,NAMPA,ID,83687,CANYON,43.5974945,-116.5171771
1717 ARLINGTON STREET,CALDWELL,ID,83605,CANYON,43.6678736,-116.689415
3100 CHANNING WAY,IDAHO FALLS,ID,83404,BONNEVILLE,43.4702675,-111.99209549105757
450 EAST MAIN STREET,REXBURG,ID,83440,MADISON,43.826079449999995,-111.77099717402368
777 HOSPITAL WAY,POCATELLO,ID,83201,BANNOCK,42.8725109,-112.42095001137989
500 W. FORT STREET,BOISE,ID,83702,ADA,43.6194304,-116.1903775
2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,KOOTENAI,47.69850848178382,-116.79780168899616
8800 WEST EMERALD STREET,BOISE,ID,83704,ADA,43.612479199999996,-116.29103404828152
2325 CORONADO STREET,IDAHO FALLS,ID,83404,BONNEVILLE,43.47410565,-111.98763450621739
1593 EAST POLSTON AVENUE,POST FALLS,ID,83854,KOOTENAI,47.71530645,-116.92392058641454
9850 WEST ST LUKES DRIVE,NAMPA,ID,83687,CANYON,43.5737361,-116.559631
350 NORTH MERIDIAN STREET,BLACKFOOT,ID,83221,BINGHAM,43.1959518,-112.3549159
2327 CORONADO ST,IDAHO FALLS,ID,83404,BONNEVILLE,43.472615795918365,-111.98747948979592
6640 KANIKSU STREET,BONNERS FERRY,ID,83805,BOUNDARY,48.7019104,-116.32138736614078
267 NORTH CANYON DR,GOODING,ID,83330,GOODING,43.0031041,-114.8286924
150 NORTH 200 WEST,MALAD,ID,83252,ONEIDA,42.19458262117825,-112.25063657958175
510 ROOSEVELT STREET,AMERICAN FALLS,ID,83211,POWER,42.78149235,-112.84852615958908
P O BOX 700,SALMON,ID,83467,LEMHI,45.1759213,-113.895773
645 EAST 5TH STREET,WEISER,ID,83672,WASHINGTON,44.248519,-116.96242945
402 LAKE CASCADE PARKWAY,CASCADE,ID,83611,VALLEY,44.518016450000005,-116.04932489784869
300 SOUTH 3RD WEST,SODA SPRINGS,ID,83276,CARIBOU,42.6516259,-111.61464731620042
709 NORTH LINCOLN AVENUE,JEROME,ID,83338,JEROME,42.7301027,-114.51966670944275
895 NORTH 6TH EAST,MOUNTAIN HOME,ID,83647,ELMORE,43.138730699999996,-115.69343462644113
1000 STATE STREET,MCCALL,ID,83638,VALLEY,44.90931535,-116.11084719145998
120 EAST HOWARD AVE,DRIGGS,ID,83422,TETON,43.72653605,-111.10796436683312
25 JACOBS GULCH ROAD,KELLOGG,ID,83837,SHOSHONE,47.5471584,-116.13051638300956
607 W MAIN STREET,GRANGEVILLE,ID,83530,IDAHO,45.9272129,-116.12763017263649
164 SOUTH FIFTH STREET,MONTPELIER,ID,83254,BEAR LAKE,42.3221498,-111.2977044
229 SOUTH 7TH STREET,ST MARIES,ID,83861,BENEWAH,47.31477995,-116.56703275488576
1202 EAST LOCUST STREET,EMMETT,ID,83617,GEM,43.88006095,-116.48457051072762
1224 8TH STREET,RUPERT,ID,83350,MINIDOKA,42.62057845,-113.68623284776248
301 CEDAR STREET,OROFINO,ID,83544,CLEARWATER,46.486774600000004,-116.25999663609508
701 LEWISTON ST,COTTONWOOD,ID,83522,IDAHO,46.0503164,-116.35311824860287
44 NORTH FIRST EAST,PRESTON,ID,83263,FRANKLIN,42.0963133,-111.876617
100 HOSPITAL DRIVE,KETCHUM,ID,83340,BLAINE,43.649181299999995,-114.3498079480633
551 HIGHLAND DRIVE,ARCO,ID,83213,BUTTE,43.6396315,-113.29517414137712
98 POPLAR STREET,BLACKFOOT,ID,83221,BINGHAM,43.19344465,-112.34687227300788
1501 HILAND AVENUE,BURLEY,ID,83318,CASSIA,42.53460265,-113.78144349740023
700 SOUTH MAIN STREET,MOSCOW,ID,83843,LATAH,46.72844135,-117.00068835
520 NORTH THIRD AVENUE,SANDPOINT,ID,83864,BONNER,48.2765903,-116.553247
210 WEST WALNUT STREET,CANTON,IL,61520,FULTON,40.5521511,-90.03906667237638
ONE MEMORIAL DRIVE,ALTON,IL,62002,MADISON,38.89873067203293,-90.1593635608189
333 N MADISON ST,JOLIET,IL,60435,WILL,41.533292826369404,-88.13485387925162
701 WEST NORTH AVE,MELROSE PARK,IL,60160,COOK,41.900299,-87.8569745
2650 RIDGE AVE,EVANSTON,IL,60201,COOK,42.06460645,-87.68446376519424
201 S 14TH ST,HERRIN,IL,62948,WILLIAMSON,37.8006899,-89.02644750149344
403 E 1ST ST,DIXON,IL,61021,LEE,41.8444132,-89.47939222997431
5409 N KNOXVILLE AVE,PEORIA,IL,61614,PEORIA,40.7533581,-89.5982541
1005 BROADWAY ST,QUINCY,IL,62301,ADAMS,39.9357723877551,-91.39980524489796
1500 S FAIRFIELD AVE,CHICAGO,IL,60608,COOK,41.86179885,-87.6935987997714
2000 OGDEN AVENUE,AURORA,IL,60504,KANE,41.7311915,-88.2669372
1425 NORTH RANDALL ROAD,ELGIN,IL,60123,KANE,42.06992555,-88.3311591326983
503 N MAPLE STREET,EFFINGHAM,IL,62401,EFFINGHAM,39.12479875,-88.55037749537553
400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MARION,38.53042285,-89.11797895089154
820 S DAMEN STREET,CHICAGO,IL,60612,COOK,41.8702939,-87.67777208691709
100 EAST LEFEVRE ROAD,STERLING,IL,61081,WHITESIDE,41.788253,-89.6953656
1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,JEFFERSON,38.3172715,-88.9031201
2320 E 93RD ST,CHICAGO,IL,60617,COOK,41.7262979,-87.5673065
3 ERIE COURT,OAK PARK,IL,60302,COOK,41.89160905,-87.77628064294868
1900 E. MAIN,DANVILLE,IL,61832,VERMILION,40.125222,-87.6304614
ST ANTHONY'S WAY,ALTON,IL,62002,MADISON,38.90766485,-90.17445597443387
800 E CARPENTER ST,SPRINGFIELD,IL,62769,SANGAMON,39.8057405,-89.6435981
3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,COOK,41.8505874,-87.7936685
400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052,JERSEY,39.11039025,-90.34313038532736
12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463,COOK,41.66898895,-87.8131312935652
520 S MAPLE AVE,OAK PARK,IL,60304,COOK,41.87891665,-87.80307008250303
3333 NORTH SEMINARY,GALESBURG,IL,61401,KNOX,40.98716815,-90.36114865813516
5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525,COOK,41.81483,-87.8735662
530 NE GLEN OAK AVE,PEORIA,IL,61637,PEORIA,40.7023663,-89.58998457331252
45 W 111TH STREET,CHICAGO,IL,60628,COOK,41.69257055,-87.62493462479513
5900 BOND AVENUE,CENTREVILLE,IL,62207,ST. CLAIR,38.5700241,-90.10842912165728
5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,41.857456,-87.84003484578895
355 RIDGE AVE,EVANSTON,IL,60202,COOK,42.0247437,-87.68338109068567
4646 N MARINE DRIVE,CHICAGO,IL,60640,COOK,41.9664566,-87.6487545
645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,COOK,41.8720981,-87.76353970563284
1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,60085,LAKE,42.3781565,-87.8323622177945
5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,41.7882101,-87.60441815522078
525 EAST GRANT STREET,MACOMB,IL,61455,MC DONOUGH,40.4588934,-90.6713939
2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,37.7306054,-88.9331256
611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,40.1171527,-88.21606426273047
812 N LOGAN AVE,DANVILLE,IL,61832,VERMILION,40.13659525,-87.6463543088307
2875 WEST 19TH STREET,CHICAGO,IL,60623,COOK,41.855150949999995,-87.69787042122944
2520 ELISHA AVENUE,ZION,IL,60099,LAKE,42.448445250000006,-87.8276596977504
150 W HIGH ST,MORRIS,IL,60450,GRUNDY,41.3699631,-88.42701516259947
326 W 64TH ST,CHICAGO,IL,60621,COOK,41.778594299999995,-87.63304139858411
1100 E NORRIS DRIVE,OTTAWA,IL,61350,LA SALLE,41.3516628,-88.845436
1400 WEST PARK AVENUE,URBANA,IL,61801,CHAMPAIGN,40.1117174,-88.207301
5145 N CALIFORNIA AVE,CHICAGO,IL,60625,COOK,41.975985,-87.6987329
850 W IRVING PARK RD,CHICAGO,IL,60613,COOK,41.95501065,-87.65239887377044
4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,MC HENRY,42.3294391,-88.4605713
7435 W TALCOTT AVENUE,CHICAGO,IL,60631,COOK,41.9875603,-87.8131192586249
1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,COOK,41.8716433,-87.6699301
600 SOUTH 13TH STREET,PEKIN,IL,61554,TAZEWELL,40.562427,-89.63264876265231
120 NORTH OAK ST,HINSDALE,IL,60521,DU PAGE,41.8024604,-87.9299841
1901 W HARRISON ST,CHICAGO,IL,60612,COOK,41.8722592,-87.6743453
2100 MADISON AVENUE,GRANITE CITY,IL,62040,MADISON,38.700435999999996,-90.14345191532023
1304 FRANKLIN AVENUE,NORMAL,IL,61761,MC LEAN,40.5092961,-88.9843937
1000 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,LAKE,42.2520961,-87.8654413
2701 W 68TH STREET,CHICAGO,IL,60629,COOK,41.769342800000004,-87.69222475161854
2300 NORTH EDWARD STREET,DECATUR,IL,62526,MACON,39.86781585,-88.96155668935181
200 HEALTH CARE DR,GREENVILLE,IL,62246,BOND,38.9033449,-89.4073753202555
9515 HOLY CROSS LN,BREESE,IL,62230,CLINTON,38.625311999999994,-89.525859
800 EAST LOCUST STREET,OLNEY,IL,62450,RICHLAND,38.73672175,-88.0774343194264
701 N FIRST ST,SPRINGFIELD,IL,62702,SANGAMON,39.7990175,-89.6439575
1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,41.8755616,-87.6244212
500 W COURT ST,KANKAKEE,IL,60901,KANKAKEE,41.12100695,-87.87180942100551
2525 S MICHIGAN AVE,CHICAGO,IL,60616,COOK,41.8468474,-87.6213061489205
1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,STEPHENSON,42.29503495,-89.639255413748
2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,40.87105805,-88.6787881055175
2200 E WASHINGTON,BLOOMINGTON,IL,61701,MC LEAN,40.4797828,-88.9939147
405 W JACKSON,CARBONDALE,IL,62901,JACKSON,37.7279488,-89.22049355324243
1800 E LAKE SHORE DR,DECATUR,IL,62521,MACON,39.82777385,-88.9326068420675
20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,41.5164045,-87.70289568910842
1325 N HIGHLAND AVENUE,AURORA,IL,60506,KANE,41.7852547,-88.3253583
7531 S STONY ISLAND AVE,CHICAGO,IL,60649,COOK,41.757674949999995,-87.5851712164284
2800 W 95TH ST,EVERGREEN PARK,IL,60805,COOK,41.722688649999995,-87.69289607314352
2233 W DIVISION ST,CHICAGO,IL,60622,COOK,41.90391005,-87.68340708886896
8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,COOK,41.7487625,-87.56895594825184
836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,COOK,41.935957900000005,-87.65237307572283
3333 W DEYOUNG,MARION,IL,62959,WILLIAMSON,37.740721539617596,-88.9521329804401
4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,ST. CLAIR,38.550432,-90.0232544981263
350 N WALL ST,KANKAKEE,IL,60901,KANKAKEE,41.12423965,-87.88295621631525
ONE ST ELIZABETH BOULEVARD,O FALLON,IL,62269,ST. CLAIR,38.5834808,-89.9321608
1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,COLES,39.4842821,-88.3773279
1 INGALLS DRIVE,HARVEY,IL,60426,COOK,41.60718935,-87.65924575130282
5025 N PAULINA STREET,CHICAGO,IL,60640,COOK,41.9731268,-87.67108099747846
155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DU PAGE,41.8994745,-87.9403418
801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,42.27320565,-87.95562997240457
1044 N FRANCISCO AVE,CHICAGO,IL,60622,COOK,41.90143595,-87.69965895765341
4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,41.7235705,-87.732089
221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,40.6938609,-89.5891008
100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946,SALINE,37.7385,-88.5405213
300 RANDALL RD,GENEVA,IL,60134,KANE,41.8856744,-88.3432207
1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,WILL,41.5439385,-87.98484971278594
77 N AIRLITE STREET,ELGIN,IL,60123,KANE,42.0353849,-88.32583817601395
1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,42.0395241,-87.8501339
2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,41.933885399999994,-87.63740201911764
1401 EAST STATE STREET,ROCKFORD,IL,61104,WINNEBAGO,42.265438,-89.07431508707822
801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DU PAGE,41.7728699,-88.1479278
5666 EAST STATE STREET,ROCKFORD,IL,61108,WINNEBAGO,42.26604002154777,-89.00633047933252
8201 E RIVERSIDE BLVD,ROCKFORD,IL,61114,WINNEBAGO,42.31917328187286,-88.95293719044167
25 NORTH WINFIELD ROAD,WINFIELD,IL,60190,DU PAGE,41.8616956,-88.1609031
5645 W ADDISON STREET,CHICAGO,IL,60634,COOK,41.9459279,-87.7690649
800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,COOK,42.068878749999996,-87.99289102900977
800 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,COOK,42.0049353,-88.0160223525147
801 ILLINI DR,SILVIS,IL,61282,ROCK ISLAND,41.49425515,-90.41890672847858
2160 S 1ST AVENUE,MAYWOOD,IL,60153,COOK,41.858270250000004,-87.83516384860997
2701 17TH ST,ROCK ISLAND,IL,61201,ROCK ISLAND,41.4823801,-90.56981442414761
251 E HURON ST,CHICAGO,IL,60611,COOK,41.894585,-87.62154622794023
ONE KISH HOSPITAL DRIVE,DEKALB,IL,60115,DE KALB,41.8903447,-88.7713953
3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,DU PAGE,41.7936822,-88.0102281
6800 STATE ROUTE 162,MARYVILLE,IL,62062,MADISON,38.7366539,-89.9461831219796
1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60169,COOK,42.072673631340614,-88.14136182407655
450 WEST HIGHWAY 22,BARRINGTON,IL,60010,LAKE,42.1539141,-88.1361888
701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,DU PAGE,41.9189531,-88.076567
8 DOCTORS PARK RD,MOUNT VERNON,IL,62864,JEFFERSON,38.3114354,-88.93619172006514
500 E 51ST ST,CHICAGO,IL,60615,COOK,41.8030458,-87.61357869828116
500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,WILL,41.68143085,-88.08460955073336
875 S ROUTE 31,CRYSTAL LAKE,IL,60014,MC HENRY,42.2411344,-88.3161965
3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,42.327724,-87.8394189
800 SCHOOL ST,CARROLLTON,IL,62016,GREENE,39.2965329,-90.413292875
1000 MEDICAL CENTER DRIVE,MONTICELLO,IL,61856,PIATT,40.059246414681944,-88.56057577171006
1 MEDICAL CENTER DRIVE,GALENA,IL,61036,JO DAVIESS,42.448248500000005,-90.45750942620424
422 W WHITE ST,CLINTON,IL,61727,DE WITT,38.5896187,-89.420064
409 NW 9TH AVENUE,ALEDO,IL,61231,MERCER,41.20438745,-90.75947287797796
1454 N COUNTY ROAD 2050 E,CARTHAGE,IL,62321,HANCOCK,40.416433,-91.1362537
400 N CALDWELL ST,STAUNTON,IL,62088,MACOUPIN,39.01578592216487,-89.7899027168991
5383 STATE ROUTE 154,PINCKNEYVILLE,IL,62274,PERRY,38.0803286,-89.3820321
705 S GRAND AVE,NASHVILLE,IL,62263,WASHINGTON,38.3434906,-89.3809783
101 S MAJOR ST,EUREKA,IL,61530,WOODFORD,40.7203767,-89.27125661781506
1401 E 12TH STREET,MENDOTA,IL,61342,LA SALLE,41.5472547,-89.1175852
303 N W 11TH STREET,FAIRFIELD,IL,62837,WAYNE,38.378937,-88.3597684
900 N 2ND ST,ROCHELLE,IL,61068,OGLE,41.92849785,-89.0634141401224
"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,IL,62644,MASON,40.3014316,-90.0633625
640 W WASHINGTON,PITTSFIELD,IL,62363,PIKE,39.60679868796532,-90.81251697164645
701 EAST ORANGE STREET,HOOPESTON,IL,60942,VERMILION,40.45912,-87.659046
1120 N MELVIN STREET,GIBSON CITY,IL,60936,FORD,40.4786488,-88.36962537556212
1000 W HARLEM AVENUE,MONMOUTH,IL,61462,WARREN,40.92223405,-90.65817230564315
600 N COLLEGE AVENUE,GENESEO,IL,61254,HENRY,41.4597562,-90.1576810890996
721 E COURT STREET,PARIS,IL,61944,EDGAR,39.6072403,-87.67711765078548
201 BAILEY LANE,BENTON,IL,62812,FRANKLIN,38.00984565,-88.91819188340328
200 STAHLHUT DRIVE,LINCOLN,IL,62656,LOGAN,40.153827500000006,-89.38962541548729
"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,MASSAC,37.1511655,-88.7319979
1201 PINE STREET,ELDORADO,IL,62930,SALINE,37.81600695,-88.44271629071085
1051 WEST SOUTH STREET,KEWANEE,IL,61443,HENRY,41.2209007,-89.946871151831
611 S MARSHALL AVENUE,MCLEANSBORO,IL,62859,HAMILTON,38.08655085,-88.54005601402315
1418 COLLEGE DRIVE,MOUNT CARMEL,IL,62863,WABASH,38.420953,-87.76917789516455
6 FERRELL ROAD,ROSICLARE,IL,62982,HARDIN,37.4236626,-88.3461483
303 N JACKSON STREET,MORRISON,IL,61270,WHITESIDE,41.8089831,-89.95776303875263
107 TREMONT STREET,HOPEDALE,IL,61747,TAZEWELL,40.4185115,-89.4169736
900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,PERRY,38.0249924,-89.23672972645315
1200 E TREMONT STREET,HILLSBORO,IL,62049,MONTGOMERY,39.1507449,-89.48032223800854
238 SOUTH CONGRESS STREET,RUSHVILLE,IL,62681,SCHUYLER,40.11877997766979,-90.56367964302214
2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,JACKSON,37.7740144,-89.32482533680671
901 S GRANT STREET,HARVARD,IL,60033,MC HENRY,42.422241,-88.6137101
12866 TROXLER AVENUE,HIGHLAND,IL,62249,MADISON,38.7552607,-89.6689535463741
530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,41.36808035520004,-89.45648960318414
1900 STATE ST,CHESTER,IL,62233,RANDOLPH,37.91748165,-89.81341866683826
201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,CHRISTIAN,39.554803500000006,-89.29400832974662
1301 NORTH MAIN STREET,SANDWICH,IL,60548,DE KALB,41.6458633,-88.6217432
101 E NINTH STREET,PANA,IL,62557,CHRISTIAN,39.3889311,-89.0800809
517 NORTH MAIN STREET,ANNA,IL,62906,UNION,37.464745199999996,-89.24619889062902
1000 NORTH ALLEN STREET,ROBINSON,IL,62454,CRAWFORD,39.01491155,-87.75070269473517
2200 STATE ST,LAWRENCEVILLE,IL,62439,LAWRENCE,38.7283958,-87.69421029010746
1201 RICKER DRIVE,SALEM,IL,62881,MARION,38.64161025,-88.9484121826998
650 W TAYLOR ST,VANDALIA,IL,62471,FAYETTE,38.970129400000005,-89.09885782998126
20733 N BROAD STREET,CARLINVILLE,IL,62626,MACOUPIN,39.298889349999996,-89.88289612877426
325 SPRING STREET,RED BUD,IL,62278,RANDOLPH,38.209592549999996,-89.99749051369642
818 E BROADWAY,SPARTA,IL,62286,RANDOLPH,38.123764449999996,-89.69137181854417
1215 FRANCISCAN DR,LITCHFIELD,IL,62056,MONTGOMERY,39.181054,-89.63860565825254
911 STACY BURK DR,FLORA,IL,62839,CLAY,38.6689364,-88.4856042
1600 W WALNUT ST,JACKSONVILLE,IL,62650,MORGAN,39.747153850000004,-90.25969018687577
200 FAIRMAN STREET,WATSEKA,IL,60970,IROQUOIS,40.7761465,-87.7364218
200 S CEDAR ST,SHELBYVILLE,IL,62565,SHELBY,39.40576055,-88.80812159810132
"225 E CHICAGO AVE, BOX 140",CHICAGO,IL,60611,COOK,41.8755616,-87.6244212
E 65TH ST AT LAKE MICHIGAN,CHICAGO,IL,60649,COOK,41.8755616,-87.6244212
2211 NORTH OAK PARK AVE,CHICAGO,IL,60707,COOK,41.919653,-87.79334338986175
1125 W JEFFERSON ST,FRANKLIN,IN,46131,JOHNSON,39.4795986,-86.07711235759359
600 GRANT ST,GARY,IN,46402,LAKE,41.5999051,-87.35817355190116
1000 E MAIN ST,DANVILLE,IN,46122,HENDRICKS,39.7626756,-86.50266751478205
1331 STATE STREET,LA PORTE,IN,46350,LA PORTE,41.60929805,-86.72900769949618
3500 S LAFOUNTAIN ST,KOKOMO,IN,46902,HOWARD,40.44719395,-86.1242088668685
4321 FIR STREET,EAST CHICAGO,IN,46312,LAKE,41.63621225,-87.44908425995257
1220 MISSOURI AVE,JEFFERSONVILLE,IN,47130,CLARK,38.281978,-85.74935233823837
1907 W SYCAMORE ST,KOKOMO,IN,46904,HOWARD,40.485335000000006,-86.15709049576701
441 N WABASH AVE,MARION,IN,46952,GRANT,40.5648777,-85.66550511225951
5215 HOLY CROSS PKWY,MISHAWAKA,IN,46545,ST. JOSEPH,41.70669515,-86.17444931963502
3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360,LA PORTE,41.7075394,-86.8950297
7950 W JEFFERSON BLVD,FORT WAYNE,IN,46804,ALLEN,41.0389971,-85.2497134664708
600 E BLVD,ELKHART,IN,46514,ELKHART,41.6788543,-85.99345506913818
11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,46845,ALLEN,41.1865271,-85.1012666127903
1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,MONTGOMERY,40.0408627,-86.8997385
1606 N SEVENTH ST,TERRE HAUTE,IN,47804,VIGO,39.4667025,-87.4139119
720 ESKENAZI AVENUE,INDIANAPOLIS,IN,46202,MARION,39.77820945,-86.18436603942047
200 HIGH PARK AVE,GOSHEN,IN,46526,ELKHART,41.56337705,-85.83049135667174
1000 N 16TH ST,NEW CASTLE,IN,47362,HENRY,39.9434594,-85.362811310432
1500 S LAKE PARK AVE,HOBART,IN,46342,LAKE,41.51249095,-87.26361688646196
85 EAST US HWY 6,VALPARAISO,IN,46383,PORTER,41.4672552,-87.0604487
801 N STATE ST,GREENFIELD,IN,46140,HANCOCK,39.79473585,-85.76743396214428
1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,39.7683331,-86.1583502
520 S 7TH ST,VINCENNES,IN,47591,KNOX,38.6724281,-87.5335798
1850 STATE ST,NEW ALBANY,IN,47150,FLOYD,38.3012356,-85.83365108563402
1316 E SEVENTH ST,AUBURN,IN,46706,DE KALB,41.3669902,-85.0588632
3901 S SEVENTH ST,TERRE HAUTE,IN,47802,VIGO,39.4667025,-87.4139119
702 VAN BUREN STREET,FORT WAYNE,IN,46802,ALLEN,41.07854493877551,-85.1502516122449
